tweet,bias,pos,neg,label
"['thank', 'share', ':-)']",1,1358,118,1.0
"['ey', 'got', 'messag', 'beth', ':)', 'x']",1,3722,155,1.0
"['watch', 'she', 'date', 'gangster', '2nd', 'time', 'realiz', 'someth', 'love', ""athena'"", 'style', ':-)']",1,1326,450,1.0
"['current', 'playlist', ':D']",1,641,9,1.0
"['look', 'rather', 'fanci', 'right', ':-)']",1,882,157,1.0
"['bye', 'wellington', 'awesom', 'hope', 'meet', ':)']",1,3793,148,1.0
"['fellow', 'woman', 'proud', 'moment', '...', 'wanna', 'b', 'rich', 'move', ':-)']",1,1065,477,1.0
"['keep', 'eye', 'peel', 'soon', 'christina', 'sign', 'newslett', 'offer', 'go', 'first', ':)']",1,3918,364,1.0
"['thank', 'zy', ""let'"", 'friend', 'yaa', ':)']",1,4276,153,1.0
"['welcom', 'hope', 'help', ':)']",1,3823,163,1.0
"['doesnt', 'olur', ':D']",1,635,2,1.0
"['say', 'hi', ':)']",1,3802,99,1.0
[],1,0,0,1.0
"['thank', 'follow', ':)']",1,4569,371,1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x13']",1,5600,813,1.0
"['hello', ':)', 'get', 'youth', 'job', 'opportun', 'follow']",1,4297,523,1.0
"['starsquad', '⭐', 'pleas', 'get', 'follow', ':)']",1,4259,771,1.0
"['see', 'soon', ':)', 'thing', '😂']",1,3885,247,1.0
"[':)', 'flawless', 'remix']",1,3574,2,1.0
"['thank', 'guy', 'realli', ':)', 'happi', 'see', 'mani', 'good', 'reaction', 'make', 'wanna', 'draw']",1,5130,780,1.0
"['ye', 'dad', ':)']",1,3650,59,1.0
"['thank', 'bro', ':)']",1,4212,112,1.0
"['omg', ""i'm"", 'sooo', 'jealou', ':)']",1,3776,433,1.0
"['thank', 'wonder', 'feedback', 'sir', 'hope', 'see', 'soon', ':)']",1,4618,400,1.0
"['hmm', 'gold', '...', ':p']",1,435,337,1.0
"['everyon', 'stay', 'life', 'dear', ':-)']",1,841,94,1.0
"['damn', 'cute', ':)']",1,3597,74,1.0
"['follback', ':)']",1,3587,4,1.0
"['goodnight', 'hayli', ':)']",1,3593,3,1.0
"['look', 'arriv', 'today', '...', 'super', 'thank', 'edwin', 'elvena', 'emc', 'much', 'appreci', ':D']",1,1988,802,1.0
"['great', 'watch', 'fellow', 'fan', ':D']",1,880,118,1.0
"['never', 'bad', 'time', 'bath', 'us', 'rubber', 'duck', ':-)', 'quacketyquack']",1,1004,341,1.0
"[""i'v"", 'sent', 'email', 'full', 'swearword', ':-)']",1,781,112,1.0
"[""pixar'"", 'insid', 'today', 'ask', '5', 'member', ""what'"", 'favourit', 'subject', 'brain', ':)']",1,3807,196,1.0
"[""i'll"", 'take', 'infect', ':)']",1,3702,92,1.0
"['lol', '10:16', 'right', 'wrote', ':D']",1,744,97,1.0
"['come', ':)']",1,3638,93,1.0
"[""i'm"", 'dead', '...', 'thank', ':)']",1,4664,793,1.0
"['haha', 'guess', ""i'm"", 'video', 'game', 'nerd', 'like', 'christoph', 'gan', 'film', 'though', 'check', 'brotherhood', 'wolf', ':)']",1,4203,751,1.0
"['interest', 'speak', 'ever', ':-)']",1,743,43,1.0
"['sleep', 'pill', ""i'v"", 'nocturn', 'past', 'coupl', 'day', ':)']",1,3912,325,1.0
"['stat', 'week', 'arriv', '1', 'new', 'follow', 'unfollow', ':)', 'via']",1,4509,413,1.0
"['...', 'special', 'offer', 'rrp', '£', '18.99', 'price', '£', '13.99', '...', ':)']",1,4183,694,1.0
"['lol', 'read', 'articl', 'first', ':)']",1,3725,93,1.0
"['thank', 'million', 'keep', 'eye', 'tweet', 'alway', 'appreci', ':)']",1,4433,248,1.0
"['jah', 'wobbl', 'band', 'tour', 'date', ':D']",1,655,17,1.0
"['shout', 'retard', ':D']",1,642,0,1.0
"['nice', ':D']",1,727,19,1.0
"['wake', ':D', '50notif']",1,642,21,1.0
"['eye', 'check-up', ':)']",1,3583,14,1.0
"['like', 'pun', ':D']",1,863,229,1.0
"['part', 'elit', 'group', ':)']",1,3594,17,1.0
"['camillu', 'pleasee', ':)']",1,3570,5,1.0
"['reason', 'would', 'hand', 'back', 'spare', 'tyre', 'boot', '..', 'otherwis', 'true', 'star', ':-)']",1,1060,354,1.0
"['cheer', 'realis', 'joke', ':)']",1,3593,22,1.0
"['morn', 'msg', ':)', 'love', 'air']",1,4078,189,1.0
"['quot', 'tweet', 'dm', 'realli', 'want', ""i'll"", 'surpris', ':)']",1,3949,489,1.0
"['ahahah', ""i'll"", ':)']",1,3659,44,1.0
"[""that'"", 'shame', 'thought', 'get', 'somewher', 'abandon', 'talk', 'disagre', 'w', 'get', 'us', 'nowher', ':)']",1,4259,696,1.0
"['contradict', 'continu', 'creat', 'chao', 'contain', 'cranium', ':)']",1,3584,6,1.0
"['sneaker', 'day', ':)', 'nike', 'nikeorigin', 'nikeindonesia', 'pierojogg', 'skoy']",1,3820,152,1.0
"['goodnight', ':)']",1,3592,3,1.0
"['happi', 'friday', ':)', 'excit', 'plan', 'weekend', 'winter', 'ball', 'falkland']",1,4040,93,1.0
"[""can't"", 'wait', ':)']",1,3681,225,1.0
"['follow', ':)']",1,3949,264,1.0
"['haha', 'thank', ':)', '🍰']",1,4246,139,1.0
"['congratul', ':-)', 'x']",1,779,41,1.0
"['problem', ""i'll"", 'answer', 'dm', 'soon', ':)', 'thank', 'jamie-le']",1,4392,239,1.0
"['sure', 'check', 'last', 'edit', 'alreadi', ':)']",1,3760,183,1.0
"['congraaat', 'guysss', ':)']",1,3572,2,1.0
"['event', ':)', 'kfckitchentour']",1,3578,6,1.0
"['hooh', ':)']",1,3569,2,1.0
"['use', 'chrome', ':)']",1,3613,46,1.0
"['thank', ':)', 'im', 'glad', 'part']",1,4297,251,1.0
"['hope', 'great', 'success', 'wait', 'releas', 'korea', ':)']",1,3970,182,1.0
"['good', 'morn', 'happi', 'birthday', ':)', 'good', 'one']",1,4559,431,1.0
"['late', 'night', 'storm', 'thunderstorm', 'could', 'put', 'sleep', 'everi', 'night', '..', ':)']",1,3967,418,1.0
"['made', 'la', 'vega', 'hotel', ':D', 'circuscircu']",1,699,44,1.0
"['congrat', 'omgg', 'good', 'job', ""today'"", 'race', ':)', '—', 'thanki', 'good', 'job', 'tdi', 'race', '(-:']",1,4193,268,1.0
"['hi', 'made', 'final', 'design', 'pleas', 'check', ':)']",1,3994,391,1.0
"['love', 'much', ':)']",1,4057,293,1.0
"['good', 'go', 'peter', 'keep', ':)']",1,4023,362,1.0
"['mega', 'power', 'expel', ':-)']",1,705,7,1.0
"['boughi', 'ex', 'kernel', 'manag', 'love', 'old', 'version', 'new', 'one', 'even', 'better', ':)']",1,4358,494,1.0
"['slept', ':)', ':)', ':)']",1,10708,11,1.0
"['love', 'second', 'fall', 'asleep', 'back', 'fall', 'sleep', 'paralysi', ':)']",1,4151,428,1.0
"['love', 'liza', ':)', '😘']",1,3979,165,1.0
"['lol.hook', ':D']",1,630,0,1.0
"['omg', ""can't"", 'believ', 'vampir', 'diari', 'follow', 'thank', 'much', '...', 'best', 'day', 'ever', ':)']",1,5353,1300,1.0
"['twice', 'daili', ':)']",1,3571,10,1.0
"['thanq', 'gooday', 'ff', ':)']",1,3621,6,1.0
"['found', 'goodwil', 'gold', 'today', ':-)']",1,823,121,1.0
"['wonder', 'question', 'vandr', 'workshop']",1,56,21,1.0
"['thank', 'ash', ':)']",1,4189,109,1.0
"['debat', ':)']",1,3571,2,1.0
"['seed', '3', 'beat', 'seed', '9', 'solar', '6-5', 'shown', 'thank', ':)']",1,4245,153,1.0
"['ek', ':)', 'want', 'ff']",1,3713,252,1.0
"['love', 'much', ':)']",1,4057,293,1.0
"['human', 'like', 'eat', 'mani', 'taco', 'mexico', 'taco', 'best', 'thing', 'countri', 'viva', 'méxico', ':D']",1,1071,374,1.0
"['best', 'burger', 'far', 'agre', ':)']",1,3671,49,1.0
"[':D', 'aldub', 'thebestangkapuso']",1,632,1,1.0
"[':)', 'let', 'take', 'lighter', 'shall', ':-)']",1,4378,90,1.0
"['awesom', ':)']",1,3610,7,1.0
"['sweet', 'tooth', ':)']",1,3589,11,1.0
"['morn', '...', 'bacon', 'roll', 'friday', ':D']",1,1142,379,1.0
"['patient', ':D', 'korean', 'netizen', 'crueler', 'thought']",1,666,33,1.0
"['wsalelov', 'thank', 'best', 'wish', ':)']",1,4306,227,1.0
"['eleph', 'also', 'enjoy', 'tast', 'uniqu', 'marula', 'fruit', ':)']",1,3692,35,1.0
"['tdif', 'ff', 'shoutout', 'shortli', ':)', 'itsamarvelth', 'marvel']",1,3622,9,1.0
"['one', ""japan'"", 'pop', 'artist', 'becom', 'one', 'follow', 'ig', '...', 'nice', ':)']",1,4614,922,1.0
"['get', '4', 'need', 'homework', 'prob', 'upload', 'tomorrow', 'see', 'time', '2', ':)']",1,4296,733,1.0
"['hi', 'marco', 'fruit', 'herb', 'park', 'view', 'hope', 'appreci', 'eye', 'thank', ':)']",1,4578,275,1.0
"['actual', 'gonna', 'start', '1', 'pm', ':)']",1,3747,155,1.0
"['low', 'self', 'esteem', 'know', ':)']",1,3721,143,1.0
"['patienc', 'someth', 'still', 'sobtian', ':p']",1,215,152,1.0
"['hahaha', 'hope', '..', ':p']",1,420,221,1.0
"['favorit', 'account', '<3', 'cute', 'aww', ':)', 'thank', 'make', 'account', ':)', 'x']",1,8149,385,1.0
"['yeahh', ':-)']",1,694,2,1.0
"[""i'm"", 'give', 'cowork', 'four', 'minut', 'call', ':)']",1,3849,420,1.0
"['hey', 'lot', 'write', 'deathli', 'hallow', 'supernatur', 'go', ':)']",1,3895,292,1.0
"['definit', 'good', 'news', '...', 'consult', '...', ':)']",1,4433,789,1.0
"['anytim', 'anytim', ':)']",1,3580,4,1.0
"['nope', 'himach', ':)']",1,3576,8,1.0
"['stat', 'day', 'arriv', '1', 'new', 'follow', 'unfollow', ':)', 'via']",1,4672,506,1.0
"['2.25', 'k', 'noth', 'asham', 'dude', 'start', ':-)']",1,785,94,1.0
"['lol', 'omg', 'duh', 'well', 'go', 'win', 'money', ':)']",1,3903,439,1.0
"['good', 'lucki', 'care', ':)']",1,3834,139,1.0
"['oh', ""we'r"", 'charg', 'buyer', 'inform', 'us', 'join', 'contest', ':)']",1,3799,183,1.0
"['finish', 'download', '10', 'movi', 'one', 'complet', 'tv', 'seri', 'last', 'night', '…', 'where.do.i.start', ':)', 'moviemarathon']",1,3940,349,1.0
"['happi', 'birthday', ':D']",1,914,48,1.0
"['especi', 'convers', 'skill', 'suck', ':D']",1,652,33,1.0
"['keep', 'face', 'sun', 'never', 'see', 'shadow', ':)']",1,3876,247,1.0
"['never', 'fan', 'never', 'own', 'pair', ""i'm"", 'gonna', 'wear', 'typic', 'colour', 'shoe', ""it'll"", 'cortez', 'superstar', ':)']",1,3902,544,1.0
"['mani', 'tthank', 'colin', ':-)']",1,727,30,1.0
"['hello', ':)', 'offer', 'internship', 'luxuou', 'hotel', 'worldwid', 'sure', 'find', 'one']",1,3856,266,1.0
"['sure', 'babe', ':)']",1,3635,52,1.0
"['look', 'forward', 'watch', ':)']",1,3780,185,1.0
"[""we'r"", 'glad', 'discov', 'us', ':)', 'let', 'us', 'know', 'question']",1,4090,298,1.0
"['pleasur', 'tarryn', 'shot', 'listen', ':)']",1,3605,27,1.0
"['human', 'basic', 'dont', 'want', 'peac', 'calm', '...', 'otherwis', 'would', 'spread', 'practic', 'scienc', 'good', '...', ':)', ':)', ':)']",1,11756,1156,1.0
"['hello', 'ate', 'hbdme', ':-)', ':-)']",1,1448,23,1.0
"['answer', 'cours', 'understand', 'complet', 'would', 'like', ':)']",1,3928,345,1.0
"['see', 'yah', 'sunday', ':)']",1,3765,137,1.0
"['hey', ""here'"", 'invit', 'join', 'scope', 'influenc', ':)']",1,3732,38,1.0
"['yeeeyyy', 'congrat', '..', ':-)', 'gohf', '2015', 'barsostay']",1,863,122,1.0
"['males', ':D']",1,630,0,1.0
"['great', 'thank', 'love', ':-)', 'almost', '40', 'respons', 'first', 'hour', 'delight', 'realli', 'great', 'comment', 'next']",1,2294,558,1.0
"['brilliant', 'articl', 'independ', 'sum', 'current', 'labour', 'leadership', 'debacl', 'perfectli', 'enjoy', ':)']",1,3677,23,1.0
"[""that'"", 'awesom', 'peopl', 'take', 'much', 'longer', ':)']",1,3859,343,1.0
"['nice', 'talk', 'someon', 'use', ':)']",1,3789,166,1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x12']",1,5601,813,1.0
"['add', 'snapchat', 'amyjackson', '21', 'snapchat', 'snapchat', 'sex', 'wife', 'omegl', 'countrymus', 'sexi', ':)']",1,3725,300,1.0
"['download', 'new', 'song', ':)']",1,3743,83,1.0
"['got', 'five', ""night'"", ""freddy'"", '4', 'demo', 'get', 'readi', 'record', ""i'm"", 'super', 'pump', ""i'm"", 'fnaf', 'fanboy', ':D']",1,1355,1077,1.0
"['cycl', 'thegrandad', ':)']",1,3575,4,1.0
"['first', 'impress', ':)']",1,3621,29,1.0
"['hope', 'grand', 'sidni', 'remarriag', 'occas', '1', 'year', 'complet', 'congratul', ':)']",1,3860,188,1.0
"['five', 'night', ""freddy'"", '4', 'night', '1']",1,239,141,1.0
"['follow', 'quot', ':)']",1,3955,270,1.0
"['peopl', 'still', 'code', 'languag', ':)', 'right', 'java', 'guy', ""php'"", 'notion', 'refer', 'equal', 'confus']",1,3785,336,1.0
"['nope', ':p']",1,144,6,1.0
"['met', 'ami', 'ohioan', 'stick', 'togeth', ':)']",1,3586,19,1.0
"['sit', 'hour', ':)', 'still', 'doctor', ':)', 'sit', 'hospit', 'doctor', ':)', ':)', ':)', ':)']",1,21508,192,1.0
"['let', 'us', 'know', 'best', 'address', ':)']",1,3965,238,1.0
"['app', 'look', 'influenc', ':)', 'interest', ""here'"", 'invit']",1,3801,126,1.0
[],1,0,0,1.0
"['look', 'offlin', 'thesim', '4', 'game', 'guid', ""we'v"", 'got', 'cover', ':)']",1,3846,258,1.0
[],1,0,0,1.0
[],1,0,0,1.0
"['mb', 'need', 'coffe', ':-)']",1,782,108,1.0
"['thank', 'kind', 'good', 'look', 'power', 'kinda', 'meaningless', ':)']",1,4608,337,1.0
"['common', 'celebr', 'never', 'fail', 'get', 'good', 'mood', ':)']",1,4070,412,1.0
"['tri', 'face', 'paint', 'show', 'muertosatfring', ':)']",1,3658,116,1.0
[],1,0,0,1.0
"['nice', 'see', 'emul', 'brought', ':)']",1,3852,146,1.0
"['inde', 'may', 'email', 'bit', 'info', ':-)']",1,783,47,1.0
"['well', 'idea', ':p']",1,244,66,1.0
"['guy', 'say', 'omegl', '😁', 'could', 'use', 'googl', ':)', ""that'"", ""i'm""]",1,4029,655,1.0
"['lil', 'bro', '...', 'es', 'corner', ':)']",1,3890,345,1.0
"['enemi', 'simpli', 'go', 'around', ':-)']",1,862,244,1.0
"['thank', 'beirut', ':)']",1,4190,109,1.0
"[""i'v"", 'crazi', 'great', 'day', 'today', 'glad', 'relax', 'tonight', 'though', ':)']",1,4217,452,1.0
"['thank', ':)', '🍰']",1,4193,109,1.0
"['thank', 'eric', 'mention', 'ou', 'may', 'want', 'consid', '..', ':)']",1,4465,495,1.0
"['paint', 'nail', 'pink', ':)']",1,3577,8,1.0
"['omg', ""can't"", 'tell', 'say', ':p', ""can't"", 'wait', 'know', '❤', '️']",1,588,726,1.0
"['done', ':D']",1,683,24,1.0
"['idea', ':)', 'cc', ':)']",1,7164,20,1.0
"['okay', ':)']",1,3607,40,1.0
"['earth', '. . .', ':D']",1,638,3,1.0
"['well', 'least', ""it'll"", 'refresh', ':p']",1,245,75,1.0
"['care', ':D', 'haha']",1,700,50,1.0
"[':)', ':)', ':)', 'meooowww', 'wolf', 'wolf', 'wolf', 'barkkkiiidee', 'bark']",1,10722,7,1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x11']",1,5600,813,1.0
"['routin', 'great', 'long', 'enjoy', 'view', 'end']",1,322,116,1.0
"['oh', 'cool', ':D', 'hope', 'like']",1,1094,427,1.0
"['thank', 'bro', ':D', 'x']",1,1345,149,1.0
"['drew', 'alek', ':D']",1,633,0,1.0
"['find', ':)', '—', 'know', 'haha']",1,3816,242,1.0
"['awh', 'good', 'luck', 'upgrad', ':)']",1,3844,113,1.0
"['kumpul', 'cantik', 'ganteng', ':)', 'kresna', 'jelli', '3', 'other', 'simon', 'son', 'pic', '—']",1,3676,89,1.0
"['thank', 'lesley', 'love', 'see', 'fun', 'franc', ':)']",1,4838,418,1.0
"[""here'"", 'life', 'lesson', 'teach', 'kid', 'weekend', ':)']",1,3741,81,1.0
"['thank', 'helen', 'keep', 'touch', 'ever', 'want', 'film', 'blood', 'servic', 'know', ':)']",1,4556,569,1.0
"[':D', 'welcom']",1,702,5,1.0
"['stat', 'day', 'arriv', '1', 'new', 'follow', 'unfollow', ':)', 'via']",1,4672,506,1.0
"['great', 'stuff', ':)']",1,3752,35,1.0
"['oop', 'see', 'panti', ':)']",1,3758,130,1.0
"['lion', 'japanes', 'landscap', 'made', 'artworkbyli', ':)', 'judo', 'friday', 'morn', '…']",1,3884,91,1.0
"['finish', 'present', 'thank', ':)', 'kunoriforceo', 'ceo', '1month']",1,4242,128,1.0
"['u', 'realli', 'wanna', 'watch', 'daredevil', 'episod', 'daredevil', 'watch', 'u', 'despond', 're-watch', 'old', 'ep', ':)', '):', '):']",1,4160,811,1.0
"['onlin', ':)']",1,3575,22,1.0
"['welcoma.hav', 'nice', 'day', ':)']",1,3913,170,1.0
"['favor', 'tridon', 'caus', ""he'"", 'tank', ':p']",1,175,40,1.0
"['stat', 'day', 'arriv', '1', 'new', 'follow', 'unfollow', ':)', 'via']",1,4672,506,1.0
"['save', '21pic', 'master', 'nim', 'say', ""there'r"", '22pic', 'ask', 'mani', 'pic', 'see', ':)']",1,3929,269,1.0
"['kebun', 'ador', 'spot', 'ubud', 'wait', 'ladyposs', ':)', 'better', 'place', 'xoxoxo']",1,3724,105,1.0
"['alway', 'felt', 'way', '...', 'life', 'begin', ':)']",1,4026,474,1.0
"['sneak', 'peek', 'item', 'august', 'collect', 'stay', 'tune', ':)', 'inbox', 'order', 'price', ':)']",1,7209,61,1.0
"['bc', 'realli', 'feel', 'like', 'read', ':-)']",1,1093,587,1.0
"['thank', 'peep', ':)', 'happyweekend']",1,4193,110,1.0
"['happi', 'long', 'time', ':)']",1,3942,231,1.0
"['therealgolden', '47', 'thank', 'follow', 'hope', 'enjoy', 'work', ':-)', ':-)', ':-)', ':-)', ':-)', 'girlfriendsmya', '…']",1,4828,629,1.0
"['morn', 'thank', 'join', 'us', 'happi', 'friday', ':-)']",1,1872,226,1.0
"['lol', ':D', 'hilari', ':D']",1,1326,43,1.0
"['big', 'thank', 'everyon', 'done', 'without', 'support', ':)']",1,4372,231,1.0
"['alway', 'forget', 'tag', 'ppl', ':)', ':)', ':)']",1,10795,77,1.0
"['probabl', 'ye', ':p']",1,223,56,1.0
"['make', ':)']",1,3667,104,1.0
"['great', ':)']",1,3739,24,1.0
"['nice', 'convo', 'like', 'normal', 'person', 'instead', 'post', 'u', 'feel', '200', 'closest', 'twitter', 'friend', ':-)']",1,1394,706,1.0
"['hope', ""u'll"", 'njoy', 'followingg', ':)']",1,3713,104,1.0
"[""i'm"", 'activ', ""i'm"", 'near', 'make', 'account', 'privat', '...', ':D']",1,1414,1156,1.0
"['close', 'eye', ':)']",1,3596,34,1.0
"[""that'"", 'one', 'mine', 'button', 'pusher', 'soon', ':)']",1,3828,268,1.0
"['thank', 'much', 'us', ""we'r"", 'glad', 'enjoy', ':-)']",1,1657,330,1.0
"['thank', 'pri', ':)']",1,4191,110,1.0
"['thank', ':)']",1,4188,109,1.0
"[""i'm"", 'gonna', 'freak', '::', ':)']",1,3779,401,1.0
"['second', 'simpli', 'stun', ':D']",1,646,6,1.0
"['omg', ""can't"", 'wait', 'miss', 'everyon', 'wooohooo', ':)']",1,3782,615,1.0
"['hello', 'cuti', ':)']",1,3633,17,1.0
"['sure', 'go', 'cuss', 'teenag', 'girl', 'post', 'video', ""i'm"", 'sure', 'feedback', 'amaz', ':)']",1,4178,716,1.0
"['great', 'session', 'hope', 'got', 'fridayfeel', ':-)']",1,1081,234,1.0
"['first', 'meet', 'three', 'today', 'ace', 'way', 'end', 'week', ':)']",1,3920,313,1.0
"['morn', 'everyon', 'love', 'day', 'fab', 'weekend', ':-)', 'x']",1,1656,424,1.0
"['belat', 'happi', 'bday', 'sauc', ':)']",1,3798,35,1.0
"['hi', 'livi', 'fowl', 'oliviafowl', '891', 'want', 'get', 'free', 'iphon', '6', 'hurri', 'check', 'bi0', 'thx', ':)']",1,4194,576,1.0
"['follow', 'ya', ':)']",1,3972,279,1.0
"['burnout', ':D', 'johnforceo', 'ceo', '1month']",1,653,0,1.0
"['thank', ':)', 'x']",1,4260,148,1.0
"['great', 'read', 'matthew', 'realli', 'interest', 'thought', 'provok', ':)']",1,3903,216,1.0
"['indiankultur', '..', 'oppos', ':)', '..', 'happi', 'anniversari', ':)']",1,7610,246,1.0
"['pleas', 'give', 'thank', ':)']",1,4333,420,1.0
"['happi', 'friday', 'biker', 'babe', ':)']",1,3905,58,1.0
"['ya', 'di', 'sound', 'lyk', 'gud', 'idea', ':)']",1,3650,53,1.0
"['ohhh', 'find', 'goodmorn', 'friday', ':)']",1,3719,69,1.0
"['oh', 'cours', 'gain', 'weight', 'bcu', 'use', 'rubbish', 'veggi', ""i'v"", 'learn', 'balanc', 'everyth', ':-)']",1,881,244,1.0
"['steph', 'come', 'back', 'nj', ':)']",1,3738,216,1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x10']",1,5600,813,1.0
"['wonder', 'day', 'thank', ':-)']",1,1593,267,1.0
"['twitter', 'allow', 'retweet', 'blog', 'post', 'sinc', 'thought', 'interest', 'link', 'feed', ':-)']",1,898,148,1.0
"['welcom', 'thank', 'explor', 'retweet', ':)']",1,4298,119,1.0
"['smart', 'boy', ':)']",1,3594,21,1.0
"['cheer', ':)', 'xx']",1,3630,26,1.0
"['aa', 'soon', 'get', 'listen', 'cohes', 'point', ""let'"", 'meet', 'great', 'get', 'feedback', ':-)']",1,1423,603,1.0
"['seem', 'like', 'peopl', 'use', 'men', 'sourc', 'noth', 'new', 'guess', 'gossip', ':)']",1,4090,456,1.0
"['hi', 'alex', 'heswifi', 'want', 'get', 'free', 'iphon', '6', 'hurri', 'check', 'bi0', 'thx', ':)']",1,4194,580,1.0
"['thank', ':)', '🍰']",1,4193,109,1.0
"['got', 'mine', 'done', '7am', 'morn', ':-)']",1,931,172,1.0
"['look', 'forward', ':-)']",1,858,106,1.0
"['wub', 'cerbchan', ':D']",1,631,0,1.0
"['hi', '..', 'jarraaa', 'want', 'get', 'free', 'iphon', '6', 'hurri', 'check', 'bi0', 'thx', ':)']",1,4319,684,1.0
"['morrrn', ':)', 'snooz', 'go', 'home', 'today', ':)']",1,7425,399,1.0
"['clicksco', 'thank', ':)']",1,4189,109,1.0
"['better', 'gay', 'lesbian', 'rigid', 'theocrat', 'right', 'wing', 'fundamentalist', 'islamist', ':)', 'lgbt']",1,3680,104,1.0
"['thank', 'feedback', ""i'll"", 'take', 'next', 'tuesday', ':)']",1,4387,247,1.0
"['hi', 'brianaaa', 'brianazabrocki', 'want', 'get', 'free', 'iphon', '6', 'hurri', 'check', 'bi0', 'thx', ':)']",1,4192,576,1.0
"['last', ""night'"", 'sky', ':)', 'holiday', 'sunshin', 'sky', 'pretti']",1,3659,113,1.0
"['well', 'said', 'right', 'episod', 'fantast', '..', ':)', 'batb', 'clap', 'clap', 'clap']",1,3868,261,1.0
"['awesom', 'glad', 'work', ':)', 'alway', 'need', 'us', 'mka']",1,4022,347,1.0
"['dearslim', 'u', 'get', 'offer', 'play', 'film', 'u', 'turn', 'caus', 'summer', 'bodi', 'readi', 'yet', ':D']",1,1350,791,1.0
"['mega', 'power', 'expel', ':-)']",1,705,7,1.0
"['thank', 'retweet', 'friend', ':)']",1,4284,153,1.0
"['hi', 'would', 'like', 'concert', 'let', 'know', 'citi', 'countri', ""i'll"", 'start', 'work', 'thank', ':)']",1,5226,855,1.0
"['think', 'everyon', ':-)']",1,813,101,1.0
"['die', 'whilst', 'hug', 'aki', 'yaaay', ':D']",1,657,53,1.0
"['look', 'fun', 'kik', 'thencerest', '547', 'kik', 'kiksext', 'sex', 'followback', 'l4l', 'indiemus', 'kikgirl', ':)']",1,3841,313,1.0
"['oh', 'cool', 'work', 'cheer', ':)']",1,3789,238,1.0
"['snapchat', 'sexyjudi', '19', 'snapchat', 'kikmeboy', 'tagsforlik', 'pussi', 'gay', 'indiemus', 'sexo', ':)']",1,3677,202,1.0
"['love', 'song', ':)']",1,3990,181,1.0
"['great', 'end', 'work', 'week', 'sunshin', 'low', 'humid', '87', 'chang', 'weekend', 'detail', ':)']",1,4076,322,1.0
"['birthday', 'today', 'promot', 'cake', 'swear', 'walk', 'nail', ':-)']",1,907,159,1.0
"['alway', 'seem', 'like', 'sloppi', ""second'""]",1,312,299,1.0
"['hi', 'stock', 'marmit', 'chees', 'spread', 'thank', ':)']",1,4378,153,1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x9']",1,5600,813,1.0
"['thank', ':)']",1,4188,109,1.0
"['inde', 'wonder', 'see', 'everyon', ':)', 'great', 'night']",1,4094,231,1.0
"['okay', 'start', ':D']",1,729,82,1.0
"['thank', 'nic', ':)', 'hang', 'soon', 'sa', 'taft', 'ahh']",1,4253,183,1.0
"['thank', 'much', 'help', 'spread', 'word', 'us', 'finalist', 'nation', 'lotteri', 'award', ':-)']",1,1587,363,1.0
"['someon', 'mention', 'usagi', 'looov', ':D']",1,689,66,1.0
"['wowww', 'thank', 'lot', 'team', ':)', '❤', '💙', '💚', '💕', '❤', '💙', '💚', '💕', '❤', '💙', '💚', '💕', '❤', '💙', '💚', '💕', 'via']",1,4603,271,1.0
"['let', 'friend', ':)']",1,3697,78,1.0
"['lepa', 'dah', 'sembuh', 'ni', 'sibuk', 'balik', 'okay', 'la', 'kin', 'wont', 'think', 'anyth', 'els', 'except', 'ur', 'studi', ':)']",1,3771,196,1.0
"['gotham', 'sneak', 'peek', ':)']",1,3574,5,1.0
"['thank', 'alex', ':-)']",1,1315,111,1.0
"['mine', ':)']",1,3582,14,1.0
"['soo', 'hot', 'sunnyday', 'sunshin', 'sun', 'smile', 'lol', ':)']",1,3734,87,1.0
"['fuck', 'text', 'funni', 'dude', 'dudett', ':)', 'cost', 'flippin', 'fortun', '500', ""i'm"", 'divinediscont', ';}', 'amnot']",1,3829,440,1.0
"['thank', 'ah', ':)']",1,4201,127,1.0
"['wowww', 'thank', 'lot', 'team', ':)', '❤', '💙', '💚', '💕', '❤', '💙', '💚', '💕', '❤', '💙', '💚', '💕', '❤', '💙', '💚', '💕']",1,4534,270,1.0
"['hey', 'thank', 'follow', ':)', 'autofollow', 'teamfollowback']",1,4652,397,1.0
"['geer', 'bat', 'mz', 'yang', 'deennya', 'jehwan', ':)']",1,3576,3,1.0
"['thank', 'glad', 'enjoy', ':-)']",1,1430,118,1.0
"['good', 'morn', 'look', 'forward', 'see', 'soon', 'good', 'day', ':)']",1,4788,659,1.0
"['hey', 'thank', 'follow', ':)', 'autofollow', 'teamfollowback']",1,4652,397,1.0
"['good', 'weekend', ':)']",1,3881,128,1.0
